<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.02.12	1567.71	1570.46	1561.92	1565.73	175844	0	0
2020.02.13	1566.08	1578.33	1565.50	1575.98	204826	0	0
2020.02.14	1575.91	1585.01	1573.02	1583.69	162172	0	0
2020.02.17	1582.22	1583.78	1578.85	1580.86	82934	0	0
2020.02.18	1584.35	1605.09	1582.41	1601.35	189043	0	0
2020.02.19	1601.45	1612.91	1599.49	1611.34	200103	0	0
2020.02.20	1611.53	1623.73	1603.84	1619.26	249148	0	0
2020.02.21	1619.89	1649.23	1618.92	1643.73	266123	0	0
2020.02.24	1649.04	1689.27	1649.04	1658.50	338708	0	0
2020.02.25	1659.04	1663.84	1624.98	1635.26	368127	0	0
2020.02.26	1635.01	1654.95	1624.73	1640.50	343467	0	0
2020.02.27	1640.73	1660.37	1635.19	1644.23	350301	0	0
2020.02.28	1643.39	1649.46	1562.89	1584.70	377584	0	0
2020.03.02	1591.50	1611.01	1575.31	1589.75	368857	0	0
2020.03.03	1584.89	1649.29	1584.79	1639.48	308677	0	0
2020.03.04	1640.30	1653.13	1631.81	1635.73	273703	0	0
2020.03.05	1637.29	1674.57	1634.97	1671.58	279045	0	0
2020.03.06	1672.47	1692.09	1641.97	1674.06	348132	0	0
2020.03.09	1697.86	1703.44	1657.41	1678.15	309282	0	0
2020.03.10	1671.38	1671.42	1641.49	1649.37	315369	0	0
2020.03.11	1652.99	1671.24	1632.94	1636.63	289430	0	0
2020.03.12	1638.43	1650.12	1560.59	1578.63	324866	0	0
2020.03.13	1577.10	1597.91	1504.62	1529.78	357671	0	0
2020.03.16	1546.46	1563.05	1451.13	1509.09	383496	0	0
2020.03.17	1508.76	1553.92	1465.42	1527.80	355639	0	0
2020.03.18	1533.67	1543.37	1472.61	1484.63	336197	0	0
2020.03.19	1484.73	1500.79	1461.89	1474.34	267820	0	0
2020.03.20	1467.44	1515.93	1465.83	1498.64	230139	0	0
2020.03.23	1500.39	1561.22	1482.92	1552.39	233027	0	0
2020.03.24	1554.32	1632.81	1552.94	1625.33	164378	0	0
2020.03.25	1623.71	1638.85	1594.90	1616.35	137631	0	0
2020.03.26	1614.42	1644.53	1595.26	1628.93	118883	0	0
2020.03.27	1629.44	1635.25	1613.71	1622.55	127997	0	0
2020.03.30	1627.95	1632.88	1610.39	1620.31	128074	0	0
2020.03.31	1622.00	1623.42	1574.19	1576.78	155577	0	0
2020.04.01	1575.32	1599.96	1568.19	1591.26	142738	0	0
2020.04.02	1588.37	1620.17	1582.65	1611.66	220523	0	0
2020.04.03	1612.98	1626.04	1605.84	1615.70	215415	0	0
2020.04.06	1616.10	1669.88	1608.35	1658.19	251681	0	0
2020.04.07	1660.95	1674.02	1642.16	1647.94	288494	0	0
2020.04.08	1638.23	1656.87	1638.23	1645.40	213415	0	0
2020.04.09	1642.38	1690.43	1642.38	1683.56	294213	0	0
2020.04.13	1686.99	1723.27	1673.81	1711.98	246150	0	0
2020.04.14	1709.12	1747.70	1708.56	1726.54	370498	0	0
2020.04.15	1727.66	1731.17	1707.52	1716.50	307525	0	0
2020.04.16	1717.08	1738.73	1707.76	1718.38	370152	0	0
2020.04.17	1714.08	1719.11	1679.46	1682.14	383497	0	0
2020.04.20	1680.44	1702.70	1671.52	1695.28	379250	0	0
2020.04.21	1692.22	1697.86	1659.42	1683.54	390887	0	0
2020.04.22	1686.22	1718.74	1680.29	1714.87	319269	0	0
2020.04.23	1712.35	1738.78	1707.00	1730.31	401622	0	0
2020.04.24	1730.52	1736.35	1710.36	1726.41	362928	0	0
2020.04.27	1725.82	1727.59	1705.87	1714.94	383598	0	0
2020.04.28	1710.29	1716.50	1691.54	1707.65	435718	0	0
2020.04.29	1708.42	1717.67	1697.76	1712.89	387746	0	0
2020.04.30	1711.97	1721.73	1681.24	1685.98	393630	0	0
2020.05.01	1681.64	1705.56	1670.39	1699.60	481296	0	0
2020.05.04	1700.34	1714.16	1691.61	1701.00	275224	0	0
2020.05.05	1699.78	1712.04	1689.63	1704.71	280619	0	0
2020.05.06	1705.53	1708.17	1681.14	1685.19	283880	0	0
2020.05.07	1678.77	1722.01	1678.77	1715.25	312592	0	0
2020.05.08	1714.85	1723.60	1700.68	1702.09	350056	0	0
2020.05.11	1701.87	1712.15	1691.53	1697.64	343653	0	0
2020.05.12	1696.11	1710.97	1693.61	1702.26	317127	0	0
2020.05.13	1700.49	1718.08	1698.93	1715.30	406285	0	0
2020.05.14	1716.14	1736.44	1710.84	1730.06	371220	0	0
2020.05.15	1728.78	1751.68	1728.52	1741.85	401596	0	0
2020.05.18	1744.21	1765.08	1727.50	1732.20	810148	0	0
2020.05.19	1730.57	1748.03	1725.60	1744.24	851635	0	0
2020.05.20	1744.59	1753.93	1742.30	1747.21	693869	0	0
2020.05.21	1747.14	1748.79	1717.09	1726.76	720201	0	0
2020.05.22	1725.83	1740.13	1724.25	1735.45	549089	0	0
2020.05.25	1731.71	1734.82	1721.46	1728.22	249590	0	0
2020.05.26	1727.13	1735.47	1708.64	1710.31	631266	0	0
2020.05.27	1708.98	1716.00	1693.62	1709.57	629513	0	0
2020.05.28	1710.50	1727.65	1704.31	1718.68	612343	0	0
2020.05.29	1716.24	1737.69	1712.75	1730.41	525407	0	0
2020.06.01	1736.03	1744.59	1726.83	1739.48	506084	0	0
2020.06.02	1739.02	1745.16	1721.30	1727.45	507639	0	0
2020.06.03	1724.71	1732.06	1689.21	1698.26	579464	0	0
2020.06.04	1698.38	1721.83	1696.99	1712.80	536136	0	0
2020.06.05	1713.43	1716.21	1670.55	1684.30	630678	0	0
2020.06.08	1682.70	1701.14	1677.22	1698.39	539169	0	0
2020.06.09	1697.30	1720.86	1692.04	1714.16	539237	0	0
2020.06.10	1713.36	1739.89	1707.66	1737.83	445650	0	0
2020.06.11	1737.48	1744.76	1721.27	1728.56	578417	0	0
2020.06.12	1727.38	1743.03	1722.11	1730.57	372707	0	0
2020.06.15	1733.57	1735.31	1704.11	1725.24	384803	0	0
2020.06.16	1724.92	1732.84	1716.41	1726.41	357824	0	0
2020.06.17	1725.78	1730.29	1712.60	1726.19	274706	0	0
2020.06.18	1725.55	1737.77	1717.30	1722.48	289197	0	0
2020.06.19	1718.16	1745.28	1718.16	1742.26	263899	0	0
2020.06.22	1750.31	1763.20	1742.74	1754.55	321501	0	0
2020.06.23	1753.63	1771.07	1747.29	1766.95	318725	0	0
2020.06.24	1767.75	1779.43	1760.43	1761.28	338195	0	0
2020.06.25	1760.55	1768.87	1753.26	1763.63	285431	0	0
2020.06.26	1754.16	1772.03	1747.41	1769.57	278947	0	0
2020.06.29	1775.10	1775.67	1765.61	1772.60	265925	0	0
2020.06.30	1771.68	1786.06	1764.69	1780.54	264846	0	0
2020.07.01	1781.02	1789.13	1759.15	1769.84	309426	0	0
2020.07.02	1769.09	1779.54	1757.43	1774.97	270792	0	0
2020.07.03	1775.60	1777.10	1772.61	1774.90	121640	0	0
2020.07.06	1774.64	1787.00	1769.86	1784.25	244916	0	0
2020.07.07	1783.21	1797.35	1773.47	1794.60	271082	0	0
2020.07.08	1794.95	1818.11	1791.46	1808.45	265206	0	0
2020.07.09	1808.58	1815.93	1795.42	1802.32	297809	0	0
2020.07.10	1800.90	1810.78	1793.98	1798.57	255071	0	0
2020.07.13	1798.88	1813.40	1797.66	1802.27	284611	0	0
2020.07.14	1802.75	1810.86	1790.58	1808.99	310952	0	0
2020.07.15	1807.93	1815.05	1802.44	1809.97	254650	0	0
2020.07.16	1810.05	1813.29	1794.90	1796.84	234693	0	0
2020.07.17	1796.64	1812.01	1795.75	1809.68	195914	0	0
2020.07.20	1810.02	1820.55	1805.62	1817.21	255776	0	0
2020.07.21	1817.67	1843.47	1815.59	1841.48	317944	0	0
2020.07.22	1839.68	1872.02	1839.59	1871.22	475159	0	0
2020.07.23	1872.13	1898.36	1863.64	1885.97	493872	0	0
2020.07.24	1886.41	1906.56	1881.29	1901.63	377291	0	0
2020.07.27	1902.42	1945.62	1899.60	1940.96	505869	0	0
2020.07.28	1941.62	1981.16	1906.63	1957.98	564610	0	0
2020.07.29	1955.33	1980.85	1941.33	1970.82	400076	0	0
2020.07.30	1970.23	1971.56	1939.44	1957.54	427131	0	0
2020.07.31	1955.79	1983.98	1955.03	1975.02	433844	0	0
2020.08.03	1978.43	1989.14	1960.39	1975.98	323246	0	0
2020.08.04	1976.32	2019.93	1966.47	2018.53	303643	0	0
2020.08.05	2018.47	2055.73	2009.39	2038.96	412335	0	0
2020.08.06	2038.32	2069.74	2034.44	2063.25	373223	0	0
2020.08.07	2063.97	2074.97	2015.37	2033.15	473312	0	0
2020.08.10	2033.56	2049.87	2019.15	2027.61	352770	0	0
2020.08.11	2027.29	2030.00	1901.25	1912.57	523346	0	0
2020.08.12	1911.40	1949.48	1862.46	1918.98	511271	0	0
2020.08.13	1914.10	1966.29	1912.66	1953.64	418520	0	0
2020.08.14	1952.66	1962.37	1932.07	1943.57	364403	0	0
2020.08.17	1949.43	1990.68	1929.38	1984.43	363283	0	0
2020.08.18	1984.50	2015.61	1975.86	2002.22	398577	0	0
2020.08.19	2002.04	2006.53	1924.51	1927.66	449251	0	0
2020.08.20	1928.29	1955.32	1924.54	1946.17	443479	0	0
2020.08.21	1946.67	1955.97	1911.26	1938.98	407669	0	0
2020.08.24	1940.19	1961.88	1923.74	1928.38	350155	0	0
2020.08.25	1928.78	1937.49	1914.19	1926.87	352084	0	0
2020.08.26	1930.45	1954.82	1902.64	1953.14	362901	0	0
2020.08.27	1955.00	1976.72	1909.79	1928.32	415318	0	0
2020.08.28	1929.68	1973.81	1923.14	1964.34	400554	0	0
2020.08.31	1964.99	1976.62	1954.23	1968.22	319691	0	0
2020.09.01	1967.17	1992.40	1963.21	1970.63	337392	0	0
2020.09.02	1969.36	1973.26	1932.39	1943.08	352014	0	0
2020.09.03	1942.43	1951.10	1921.75	1930.45	362931	0	0
2020.09.04	1930.97	1948.36	1916.27	1933.09	343462	0	0
2020.09.07	1930.20	1941.37	1924.44	1928.29	162443	0	0
2020.09.08	1929.44	1940.86	1906.50	1931.51	347476	0	0
2020.09.09	1932.03	1950.85	1919.95	1947.37	276885	0	0
2020.09.10	1946.51	1966.53	1941.35	1946.01	317875	0	0
2020.09.11	1944.86	1954.80	1937.12	1940.48	300309	0	0
2020.09.14	1940.41	1962.56	1937.14	1956.52	253224	0	0
2020.09.15	1956.80	1972.21	1948.29	1953.34	275085	0	0
2020.09.16	1953.16	1973.64	1949.87	1959.15	311479	0	0
2020.09.17	1958.66	1960.96	1932.86	1944.20	352867	0	0
2020.09.18	1944.34	1960.10	1943.90	1950.42	289841	0	0
2020.09.21	1948.84	1955.62	1882.71	1911.92	387525	0	0
2020.09.22	1912.62	1920.04	1894.64	1900.34	384052	0	0
2020.09.23	1899.13	1905.40	1855.67	1862.74	456178	0	0
2020.09.24	1862.82	1877.19	1848.75	1868.66	490889	0	0
2020.09.25	1868.52	1875.18	1852.37	1860.14	382032	0	0
2020.09.28	1859.97	1882.99	1848.93	1881.84	345675	0	0
2020.09.29	1880.70	1899.12	1875.49	1897.48	332920	0	0
2020.09.30	1898.44	1902.27	1881.34	1885.23	336226	0	0
2020.10.01	1885.66	1912.12	1884.67	1905.94	345095	0	0
2020.10.02	1905.32	1917.11	1889.73	1900.58	312520	0	0
2020.10.05	1903.52	1918.73	1887.05	1913.65	257033	0	0
2020.10.06	1912.90	1921.09	1876.78	1877.56	282594	0	0
2020.10.07	1878.25	1898.03	1872.88	1887.83	260750	0	0
2020.10.08	1887.27	1900.73	1882.00	1893.50	243729	0	0
2020.10.09	1893.93	1930.41	1893.57	1929.87	256479	0	0
2020.10.12	1928.96	1933.20	1918.20	1922.63	242719	0	0
2020.10.13	1922.70	1925.38	1886.37	1891.07	276692	0	0
2020.10.14	1891.54	1912.94	1882.44	1900.49	249476	0	0
2020.10.15	1901.71	1908.91	1889.48	1907.92	275451	0	0
2020.10.16	1908.31	1913.92	1897.76	1898.76	229252	0	0
2020.10.19	1899.86	1918.57	1896.98	1903.44	237303	0	0
2020.10.20	1903.62	1914.11	1894.56	1907.53	226961	0	0
2020.10.21	1908.33	1931.42	1908.19	1924.60	243808	0	0
2020.10.22	1924.22	1925.94	1894.50	1903.67	232836	0	0
2020.10.23	1903.83	1914.23	1894.29	1901.41	209130	0	0
2020.10.26	1902.23	1908.64	1891.21	1901.68	243545	0	0
2020.10.27	1901.94	1911.42	1897.84	1907.35	200696	0	0
2020.10.28	1907.51	1910.87	1869.35	1876.81	299739	0	0
2020.10.29	1876.38	1884.99	1859.89	1867.11	279333	0	0
2020.10.30	1867.81	1889.80	1864.38	1878.37	284239	0	0
2020.11.02	1877.28	1896.02	1873.41	1895.06	264838	0	0
2020.11.03	1895.44	1910.55	1886.86	1908.94	235927	0	0
