<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.05.11	2926.98	2953.72	2896.98	2926.38	112881	0	0
2020.05.12	2926.82	2946.32	2844.82	2846.20	122381	0	0
2020.05.13	2846.08	2883.20	2792.32	2825.08	160761	0	0
2020.05.14	2826.95	2859.32	2765.82	2853.58	160371	0	0
2020.05.15	2851.50	2868.75	2814.88	2860.32	98921	0	0
2020.05.18	2860.50	2968.32	2856.25	2949.70	134941	0	0
2020.05.19	2950.75	2981.12	2919.52	2922.65	95101	0	0
2020.05.20	2918.50	2980.12	2913.62	2975.88	75621	0	0
2020.05.21	2977.65	2977.78	2937.92	2941.42	43491	0	0
2020.05.22	2940.80	2961.32	2908.42	2960.82	85781	0	0
2020.05.25	2952.95	2994.08	2952.08	2993.45	43501	0	0
2020.05.26	2993.32	3023.82	2985.08	2997.58	73221	0	0
2020.05.27	2997.20	3042.88	2969.12	3040.62	104101	0	0
2020.05.28	3038.82	3068.88	3023.12	3041.88	88461	0	0
2020.05.29	3039.22	3061.02	2995.78	3060.02	109681	0	0
2020.06.01	3027.92	3061.95	3010.92	3056.82	73161	0	0
2020.06.02	3056.32	3082.28	3038.32	3081.52	62721	0	0
2020.06.03	3081.82	3131.52	3077.58	3120.52	69181	0	0
2020.06.04	3120.18	3129.02	3090.02	3116.78	74601	0	0
2020.06.05	3115.52	3212.08	3108.90	3187.82	134061	0	0
2020.06.08	3194.08	3233.02	3185.08	3229.02	60941	0	0
2020.06.09	3229.82	3232.58	3191.82	3206.82	58521	0	0
2020.06.10	3207.32	3229.08	3181.28	3185.52	73801	0	0
2020.06.11	3185.22	3189.72	2997.78	3017.28	215941	0	0
2020.06.12	3013.20	3088.32	2983.58	3039.08	183601	0	0
2020.06.15	2992.70	3081.00	2936.45	3078.38	203421	0	0
2020.06.16	3078.68	3169.08	3073.38	3128.63	141451	0	0
2020.06.17	3125.43	3159.93	3107.88	3119.38	98051	0	0
2020.06.18	3115.58	3132.28	3077.28	3112.28	106701	0	0
2020.06.19	3110.23	3156.93	3068.93	3069.68	135451	0	0
2020.06.22	3051.33	3126.03	3039.78	3122.23	101601	0	0
2020.06.23	3123.53	3157.68	3072.83	3125.43	167801	0	0
2020.06.24	3125.23	3140.43	3032.80	3063.03	153061	0	0
2020.06.25	3060.73	3092.45	3018.88	3086.23	121641	0	0
2020.06.26	3083.88	3093.98	3003.18	3016.03	113751	0	0
2020.06.29	2998.03	3063.18	2996.18	3058.18	73851	0	0
2020.06.30	3057.53	3113.10	3042.03	3096.73	102941	0	0
2020.07.01	3096.28	3129.15	3074.73	3112.23	92891	0	0
2020.07.02	3112.08	3167.13	3106.53	3136.78	96501	0	0
2020.07.03	3135.98	3149.93	3116.80	3126.08	56361	0	0
2020.07.06	3134.98	3185.53	3132.48	3179.93	61151	0	0
2020.07.07	3180.63	3194.83	3143.50	3146.38	68411	0	0
2020.07.08	3146.58	3177.23	3136.28	3175.98	52501	0	0
2020.07.09	3177.23	3180.93	3115.68	3152.38	105651	0	0
2020.07.10	3153.03	3192.03	3121.93	3190.03	103201	0	0
2020.07.13	3205.08	3237.03	3151.63	3159.83	125551	0	0
2020.07.14	3161.58	3203.13	3129.73	3194.83	113551	0	0
2020.07.15	3216.78	3243.23	3202.43	3231.13	67251	0	0
2020.07.16	3233.33	3238.23	3198.73	3206.73	52401	0	0
2020.07.17	3208.08	3235.33	3204.78	3223.53	45651	0	0
2020.07.20	3225.18	3260.08	3200.03	3253.33	91951	0	0
2020.07.21	3252.63	3283.13	3249.13	3259.63	61001	0	0
2020.07.22	3258.43	3281.08	3237.03	3276.88	69651	0	0
2020.07.23	3277.73	3294.18	3224.38	3239.63	101501	0	0
2020.07.24	3240.43	3248.63	3201.63	3213.38	66951	0	0
2020.07.27	3220.18	3244.13	3202.38	3243.88	59801	0	0
2020.07.28	3244.18	3256.13	3217.68	3222.93	55651	0	0
2020.07.29	3224.48	3266.58	3213.93	3265.83	63951	0	0
2020.07.30	3265.73	3278.13	3205.33	3277.18	134151	0	0
2020.07.31	3278.18	3282.38	3221.68	3277.88	121101	0	0
2020.08.03	3280.43	3305.10	3263.38	3298.43	65441	0	0
2020.08.04	3298.73	3309.05	3280.08	3307.63	49041	0	0
2020.08.05	3308.03	3332.65	3300.43	3327.33	45141	0	0
2020.08.06	3326.13	3354.75	3309.90	3353.38	62451	0	0
2020.08.07	3352.23	3356.88	3331.65	3356.63	46061	0	0
2020.08.10	3354.83	3366.43	3338.05	3361.83	49761	0	0
2020.08.11	3359.13	3387.95	3328.70	3345.08	104451	0	0
2020.08.12	3348.13	3390.95	3334.95	3377.83	82301	0	0
2020.08.13	3376.83	3389.95	3365.20	3377.03	49301	0	0
2020.08.14	3377.13	3387.70	3357.70	3371.03	53901	0	0
