<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.05.25	15573.55	15605.15	15455.35	15483.85	19356	0	0
2021.05.26	15488.65	15543.05	15404.25	15455.55	18891	0	0
2021.05.27	15454.45	15490.15	15350.05	15473.02	21789	0	0
2021.05.28	15472.25	15547.45	15431.05	15482.38	16985	0	0
2021.05.31	15495.45	15524.35	15411.15	15432.35	11290	0	0
2021.06.01	15435.25	15687.85	15434.05	15571.29	22811	0	0
2021.06.02	15570.79	15629.45	15546.24	15585.65	19410	0	0
2021.06.03	15594.45	15659.65	15474.25	15641.43	21642	0	0
2021.06.04	15640.85	15709.35	15584.25	15670.59	17339	0	0
2021.06.07	15685.15	15733.85	15610.85	15701.05	17225	0	0
2021.06.08	15705.75	15730.05	15638.05	15663.32	19233	0	0
2021.06.09	15668.15	15681.55	15503.85	15587.05	17996	0	0
2021.06.10	15585.95	15641.75	15516.65	15585.54	21680	0	0
2021.06.11	15585.75	15727.45	15550.45	15718.81	16942	0	0
2021.06.14	15699.85	15806.75	15671.75	15713.35	17090	0	0
2021.06.15	15715.45	15795.15	15700.60	15743.35	17584	0	0
2021.06.16	15738.15	15762.85	15671.85	15675.55	19314	0	0
2021.06.17	15676.45	15762.75	15615.18	15745.45	20877	0	0
2021.06.18	15741.25	15757.24	15412.78	15413.78	32061	0	0
2021.06.21	15410.25	15661.30	15280.15	15656.36	26394	0	0
2021.06.22	15656.46	15661.15	15516.85	15636.20	22694	0	0
2021.06.23	15634.55	15678.35	15454.25	15479.07	21691	0	0
2021.06.24	15481.97	15611.28	15476.87	15608.77	18901	0	0
2021.06.25	15613.75	15637.15	15534.55	15605.91	14877	0	0
2021.06.28	15618.55	15671.75	15541.25	15577.95	20235	0	0
2021.06.29	15573.85	15758.35	15534.75	15705.45	19582	0	0
2021.06.30	15702.45	15726.25	15462.15	15585.95	26896	0	0
2021.07.01	15585.65	15710.95	15491.85	15625.41	26772	0	0
2021.07.02	15621.75	15711.45	15601.45	15649.15	21166	0	0
2021.07.05	15656.25	15673.45	15532.85	15664.15	15348	0	0
2021.07.06	15665.05	15698.45	15466.25	15497.45	26221	0	0
2021.07.07	15494.15	15717.64	15478.05	15714.64	27210	0	0
2021.07.08	15715.15	15716.15	15304.35	15402.69	44902	0	0
2021.07.09	15404.05	15697.85	15357.55	15683.05	31074	0	0
2021.07.12	15687.82	15808.45	15633.35	15793.25	25148	0	0
2021.07.13	15792.98	15819.75	15750.95	15776.16	20255	0	0
2021.07.14	15777.28	15810.85	15714.35	15768.64	22827	0	0
2021.07.15	15766.60	15780.75	15590.15	15621.85	31404	0	0
2021.07.16	15616.14	15702.45	15477.35	15503.47	30800	0	0
2021.07.19	15509.05	15509.05	15044.15	15144.35	49261	0	0
2021.07.20	15152.05	15297.75	15089.35	15259.08	37343	0	0
2021.07.21	15260.45	15462.75	15191.35	15455.45	30997	0	0
2021.07.22	15457.65	15576.95	15436.65	15558.41	24776	0	0
2021.07.23	15557.45	15689.15	15539.45	15648.69	18671	0	0
